Secretaria_de_Atencao_Primaria_a_Saude_-_SAPS/MS_,Unnamed:_1,Unnamed:_2,Unnamed:_3,Unnamed:_4,Unnamed:_5,Unnamed:_6,Unnamed:_7,Unnamed:_8,Unnamed:_9
1,14,1349,3425,15003,1,8252,3,0,997
4,10,2577,2819,3316,1,15193,3,0,1500
1,4,1841,1439,15823,0,30919,8,0,792
1,9,579,3609,4907,1,3478,3,0,1222
1,4,1777,683,16593,0,11553,3,0,387
1,9,539,2775,4952,1,3235,3,0,1162
0,6,4217,524,108,1,26592,3,0,828
2,13,166,823,22372,1,1300,3,0,914
1,5,907,1633,21657,1,5605,3,0,272
1,4,1746,386,20044,1,11370,3,0,1306
1,9,488,1666,8501,1,2986,3,0,1538
2,13,213,2595,14331,1,31947,3,0,921
1,15,1394,585,17043,1,30767,3,0,931
1,9,587,3322,18376,1,3616,3,0,541
4,10,2150,344,2401,1,13428,3,0,1406
5,22,3666,1522,4292,1,26196,3,0,1632
5,22,3741,2867,4025,1,19850,3,0,1067
1,15,1429,1389,17479,1,32005,3,0,1328
4,25,2944,1114,14962,1,17294,3,0,1127
4,25,2877,226,1894,1,16845,3,0,533
0,8,4026,177,6920,1,21064,3,0,565
4,10,2211,754,21605,1,13668,3,0,1165
1,5,983,3220,18346,1,6292,3,0,995
2,13,141,140,17979,1,1006,3,0,548
1,14,1273,2284,24442,1,26581,3,0,262
4,25,3087,2537,2165,0,17767,3,0,0
4,25,3113,2753,2117,1,17829,3,0,1125
1,9,606,3990,16329,1,3769,3,0,1339
2,2,97,2439,16054,1,709,3,0,0
0,6,4217,524,24375,1,21779,3,0,597
1,4,2094,4006,16730,1,23238,3,0,1562
1,14,1340,3316,14762,1,8225,3,0,1145
4,10,2255,964,3558,1,13799,3,0,640
1,16,779,3067,24039,1,4489,3,0,1255
1,19,1087,2313,9454,1,6929,3,0,1251
2,26,291,296,11741,1,2073,3,0,1351
1,5,850,388,11087,1,5054,3,0,1171
5,22,3717,2475,4152,1,19752,3,0,988
4,25,3027,1898,12381,1,28323,8,0,541
5,22,3546,107,24580,1,26903,3,0,21
2,13,193,2097,11183,1,22334,3,0,629
1,19,1043,1250,7400,1,6748,3,0,1127
4,10,2390,1644,12447,1,14364,3,0,539
4,10,2256,966,22498,1,23396,3,0,584
1,15,1491,2986,19828,1,30952,3,0,858
1,5,909,1668,15374,1,5615,3,0,1541
2,13,149,422,17926,1,1145,3,0,628
4,10,2592,95,19735,0,15272,3,0,852
1,14,1171,253,10946,1,7369,3,0,508
4,10,2645,3231,15706,1,15472,3,0,546
5,22,3657,1424,16146,1,19651,3,0,141
2,26,396,3431,8652,1,2326,3,0,1206
0,11,3855,684,194,1,20248,3,0,928
1,14,1286,2689,10855,1,8009,3,0,1103
1,15,1481,2668,15991,1,9376,3,0,1103
4,25,3201,3615,2032,1,18230,3,0,1625
2,20,31,2457,19357,1,31888,3,0,534
1,24,1701,3409,7671,1,11139,3,0,117
5,22,3827,3954,3942,1,24639,3,0,836
2,13,166,823,14981,1,1315,3,0,1426
2,2,116,3906,21339,1,27481,3,0,1041
0,6,4217,524,93,1,21790,3,0,1057
1,15,1410,854,22818,1,24267,3,0,1530
1,19,1010,4032,6826,1,6557,3,0,1218
1,15,1427,1364,14090,1,8838,3,0,1030
0,8,4026,177,6578,1,21062,3,0,776
1,9,595,3790,8206,1,3647,3,0,781
1,4,1994,2824,11690,1,12684,3,0,836
2,13,141,140,20849,1,1012,3,0,1131
1,4,1980,2616,694,1,29790,3,0,1604
0,12,3929,703,15155,1,29893,3,0,822
1,16,769,2810,16465,1,4453,3,0,571
4,18,2823,2375,19165,1,16496,3,0,1355
4,10,2602,3033,3387,1,15332,3,0,637
1,15,1491,2986,6,1,9483,3,0,562
2,2,99,2464,24524,7,719,3,0,576
1,14,1349,3425,6137,1,8247,3,0,17
1,5,922,1889,12641,1,5751,3,0,899
0,8,4027,163,20507,1,21101,3,0,611
4,25,3202,3638,1895,1,18240,3,0,640
1,16,767,2780,23257,1,24345,3,0,596
1,14,1160,42,17399,1,31802,3,0,1138
4,25,2867,151,1754,1,16818,3,0,541
5,23,3437,1003,4784,0,19099,3,0,1306
1,15,1481,2668,16428,1,9391,3,0,809
4,25,2944,1114,13774,1,17261,3,0,634
1,14,1246,1881,13733,1,7829,3,0,585
4,25,2877,226,14568,1,16856,3,0,547
1,5,928,2108,6662,1,5881,3,0,1237
1,15,1427,1364,14070,1,8825,3,0,1390
1,5,980,3135,22324,1,23040,3,0,351
1,5,1003,3903,12936,1,6507,3,0,1166
5,17,3294,1324,11994,1,18660,3,0,1404
2,2,113,3804,1287,1,820,3,0,994
2,0,40,286,979,1,30433,8,0,899
1,15,1491,2986,18229,1,9735,3,0,945
1,15,1399,649,19216,1,8618,3,0,668
1,16,724,2027,17994,1,4221,3,0,191
1,15,1491,2986,22562,1,30492,3,0,1284
2,26,400,2565,17848,1,2369,3,0,540
4,25,3165,3126,18106,1,18004,3,0,545
4,10,2260,971,2848,1,13827,3,0,848
1,9,527,2679,17971,1,3158,3,0,1251
2,13,213,2595,20793,1,30803,3,0,979
0,12,3981,2966,17141,1,29031,3,0,933
1,16,693,1347,6365,1,4113,3,0,976
1,9,436,472,20508,1,27880,3,0,639
1,16,818,3769,22717,1,4592,3,0,1267
1,16,818,3769,19201,1,4676,3,0,1095
1,5,899,1535,9402,1,5518,3,0,27
2,13,141,140,19294,1,1020,3,0,1523
4,25,2916,669,1571,1,17060,3,0,1171
2,2,68,459,1275,1,341,3,0,559
5,22,3732,2717,4231,1,23212,3,0,786
1,5,921,1854,771,1,29052,3,0,1532
4,25,2893,334,22709,0,27258,3,0,1182
0,11,3850,462,12047,1,20163,3,0,589
1,9,464,1153,4908,1,2835,3,0,0
1,14,1212,939,15520,1,7669,3,0,1351
1,5,998,3813,20068,1,6481,3,0,552
1,5,922,1889,7754,1,22413,3,0,880
4,25,3235,3850,1664,1,18456,3,0,541
4,18,2816,2133,12247,1,16369,3,0,1237
1,16,642,563,13529,1,3927,3,0,1554
1,15,1534,3844,24859,1,27385,3,0,946
0,6,4217,524,125,1,26795,3,0,1528
1,5,990,3418,7715,1,29304,3,0,1109
4,10,2443,1950,22309,1,23007,3,0,971
1,15,1448,1771,398,1,28160,3,0,989
1,1,1568,1103,1177,1,10321,3,0,1092
2,13,214,2618,21379,1,1631,3,0,728
1,14,1273,2284,6678,1,7946,3,0,642
1,15,1377,249,11464,1,8414,3,0,532
1,19,1124,3505,6725,1,7166,3,0,13
4,25,3199,3556,2374,1,18199,3,0,848
1,5,957,2599,10224,1,6100,3,0,779
0,8,4167,2843,8028,1,21565,3,0,1160
5,22,3578,596,14992,0,19487,3,0,1062
1,15,1481,2668,16224,1,9383,3,0,538
1,9,594,3787,9789,1,3640,3,0,1350
4,18,2853,3935,4733,1,16766,3,0,754
0,8,4083,1253,6872,1,21280,3,0,223
2,20,11,2044,13822,1,71,3,0,1009
4,10,2104,4038,24258,1,26251,3,0,1459
4,25,2891,320,21099,1,27777,8,0,660
1,9,579,3609,8404,1,3513,3,0,255
1,5,887,1421,23416,1,25235,3,0,1059
0,8,4024,124,10400,1,21038,3,0,623
1,5,922,1889,15738,1,5769,3,0,635
2,2,92,2081,1461,1,29000,3,0,1015
1,16,818,3769,17954,1,4763,3,0,1657
2,26,318,1139,17098,1,30681,3,0,805
4,10,2386,1598,3507,1,14304,3,0,965
0,6,4217,524,13798,1,21823,3,0,998
2,2,92,2081,19008,1,25074,3,0,624
5,23,3472,2112,9944,1,19191,3,0,907
1,15,1369,4034,20969,1,8358,3,0,1118
1,16,819,3889,17271,1,30244,3,0,566
1,5,995,3751,23545,1,6444,3,0,554
0,8,4147,2458,13328,1,21494,3,0,841
2,13,164,732,5089,1,1270,3,0,1133
1,5,990,3418,22461,1,24133,3,0,191
0,8,4017,4040,16868,1,21019,3,0,795
0,8,4154,2575,20155,0,21512,3,0,818
5,17,3376,3196,10516,1,18919,3,0,987
2,13,154,515,24102,1,31800,3,0,577
1,15,1541,3988,24195,1,31890,3,0,423
4,18,2818,2198,17635,1,16386,3,0,611
4,10,2315,1226,21494,1,14069,3,0,1103
4,10,2677,3592,18059,1,15588,3,0,965
4,10,2413,1747,21235,1,14490,3,0,770
2,26,388,3449,8689,1,2310,3,0,597
1,5,894,1483,9078,1,5481,3,0,614
5,17,3361,2943,24329,1,18891,3,0,1500
4,10,2118,106,895,1,13300,3,0,557
2,13,148,347,5000,1,1077,3,0,591
4,10,2674,3580,20751,1,24334,3,0,1251
1,1,1589,2042,1076,1,10443,3,0,1135
5,23,3472,2112,23920,1,25958,3,0,1320
1,4,2046,3670,23939,1,25825,3,0,1028
0,12,3934,938,21039,1,20721,3,0,1057
4,25,2928,873,1719,1,30080,3,0,1480
4,18,2851,3833,21810,1,23132,3,0,943
2,2,110,3695,23729,1,27708,3,0,847
4,10,2730,3778,3717,1,15717,3,0,1128
0,11,3858,1002,10774,1,31054,3,0,570
1,5,990,3418,7713,1,6356,3,0,552
4,7,2791,3357,9637,1,28045,8,0,543
5,23,3456,1670,11908,1,19147,3,0,762
1,16,797,3597,22319,1,23002,3,0,1139
1,9,423,317,8433,1,2534,3,0,542
1,4,1787,741,7012,1,11604,3,0,987
4,18,2854,3938,4426,1,16769,3,0,1092
1,15,1402,719,17717,1,8632,3,0,552
1,16,794,3577,18511,0,4517,3,0,1236
1,16,642,563,16269,1,3928,3,0,535
1,14,1273,2284,24441,1,26580,3,0,1192
1,9,560,3221,18468,1,3380,3,0,565
1,4,1892,1730,18556,1,12200,3,0,792
4,10,2744,3869,3219,1,15811,3,0,1251
2,26,400,2565,8604,1,25310,3,0,806
1,16,688,1303,13539,1,4094,3,0,1251
4,25,3084,2516,2103,1,17756,3,0,1124
1,14,1206,667,10675,1,7597,3,0,1182
5,22,3732,2717,4197,1,19794,3,0,172
4,25,3142,2948,13643,1,29446,3,0,1584
1,9,448,726,4882,1,2698,3,0,1564
1,15,1491,2986,15611,1,9710,3,0,628
1,16,818,3769,15460,1,4742,3,0,383
0,11,3875,1769,12044,1,20452,3,0,1260
1,4,1969,2427,16671,1,12567,3,0,979
4,10,2559,2728,17535,1,32162,3,0,524
1,4,1884,1689,20677,1,12149,3,0,906
1,1,1545,218,1050,1,10160,3,0,620
1,15,1384,442,5822,1,8466,3,0,963
0,8,4093,1392,23845,1,25545,3,0,590
0,8,4061,826,23533,1,21230,3,0,1451
0,11,3838,113,19200,1,20101,3,0,1645
2,20,10,1853,9322,1,53,3,0,594
1,5,982,3258,22201,0,23744,3,0,1215
1,15,1491,2986,28,1,9533,3,0,622
1,4,1858,1539,7476,1,11974,3,0,876
1,14,1314,3193,5275,1,8120,3,0,1634
4,25,2916,669,1549,1,17018,3,0,1060
0,11,3855,684,195,1,26935,3,0,587
2,2,81,1610,1320,1,409,3,0,555
4,10,2505,2330,15188,1,14880,3,0,815
0,12,3958,2385,7077,1,20830,3,0,1404
1,1,1597,2177,1183,1,10545,3,0,434
1,5,873,986,22149,1,23668,3,0,771
1,1,1568,1103,1176,1,30327,3,0,596
5,17,3283,1048,13184,1,18632,3,0,912
4,10,2456,2016,13468,1,14714,3,0,570
5,22,3720,2465,3981,1,19757,3,0,1274
2,2,115,3904,23753,1,830,3,0,1563
4,18,2799,374,634,1,28861,3,0,986
4,25,2916,669,19267,1,24610,3,0,960
0,11,3855,684,14122,1,24506,3,0,1543
2,26,374,2929,8672,0,2291,3,0,1015
5,17,3331,2134,22226,1,18809,3,0,564
1,24,1682,2544,9961,1,11064,3,0,585
2,13,207,4047,5590,1,1555,3,0,613
5,22,3546,107,3920,1,29426,3,0,598
0,12,4005,3806,7151,1,20985,3,0,585
4,10,2597,2987,3541,1,15287,3,0,1391
1,16,662,909,21773,1,22159,3,0,626
1,5,915,1791,19418,1,5678,3,0,61
1,24,1685,2776,9971,1,11069,3,0,78
1,15,1471,2521,14276,1,9264,3,0,1237
2,0,41,523,967,1,233,3,0,1308
0,12,3970,2482,4998,1,20862,3,0,904
4,25,2940,1047,1597,1,17196,3,0,620
1,4,1774,651,6997,1,29235,3,0,788
4,10,2761,3992,15832,1,15922,3,0,880
2,13,236,3257,22987,1,24680,3,0,1279
1,14,1216,987,15024,1,7681,3,0,571
0,6,4217,524,139,1,24591,3,0,1193
2,13,214,2618,18273,1,1629,3,0,592
2,26,400,2565,10665,1,2372,3,0,178
5,22,3644,1235,4191,1,31771,3,0,825
0,8,4172,3022,17668,1,21582,3,0,547
0,11,3889,2471,11735,1,20507,3,0,1383
1,9,537,2719,9824,1,27327,3,0,1562
1,9,487,1570,8335,1,2955,3,0,554
0,12,3942,1375,21980,1,20794,3,0,824
1,1,1545,218,1044,1,10148,3,0,630
1,5,927,2100,6601,1,5852,3,0,1530
1,14,1244,1776,5774,1,7811,3,0,1148
1,9,458,917,4868,1,2787,3,0,959
1,5,925,2003,10033,1,5807,3,0,1317
4,18,2799,374,4626,1,16159,3,0,600
2,13,191,2345,12062,1,23823,3,0,1026
0,8,4093,1392,7973,1,21307,3,0,1613
0,11,3844,195,18632,1,20135,3,0,1004
0,12,3966,2460,7144,1,31959,3,0,812
1,1,1566,1010,14359,1,10305,3,0,1274
4,10,2423,1801,14787,1,14540,3,0,904
2,13,236,3257,286,1,27589,3,0,631
1,19,1009,314,19109,1,6551,3,0,1350
4,10,2397,1672,14410,1,30355,3,0,1113
1,15,1506,3451,12587,1,9847,3,0,1317
0,11,3838,113,10123,1,20095,3,0,1541
1,4,2088,4003,22224,1,13146,3,0,1057
4,10,2331,1310,2927,1,14110,3,0,982
1,4,1884,1689,7504,1,12143,3,0,567
1,4,1777,683,16595,1,11556,3,0,1092
1,5,902,1597,9025,1,5567,3,0,963
5,22,3546,107,3923,1,19413,3,0,288
1,5,880,1247,13676,1,5392,3,0,0
0,11,3882,2099,8713,1,20470,3,0,552
1,9,579,3609,11721,1,3531,3,0,563
1,5,995,3751,23542,1,24322,3,0,1296
1,4,1774,651,15874,1,11519,3,0,403
1,1,1557,674,23026,1,24810,3,0,1471
2,13,141,140,18927,1,1016,3,0,832
0,11,3841,161,21113,1,20115,3,0,1574
0,11,3865,1168,16380,1,20405,3,0,598
2,13,149,422,17928,1,1148,3,0,1171
0,11,3875,1769,19484,1,20453,3,0,1404
4,25,2983,1489,15720,1,17479,3,0,773
1,5,927,2100,6592,1,26362,3,0,1009
4,25,3216,3439,13434,1,28080,8,0,899
2,13,262,3979,5072,1,1914,3,0,1074
1,5,961,2718,16049,1,6136,3,0,1556
4,10,2423,1801,2536,1,14533,3,0,1207
1,14,1206,667,10668,1,31489,3,0,803
2,13,226,3070,16036,1,1688,3,0,1037
4,18,2847,3356,4697,1,16702,3,0,1645
5,22,3704,2488,4062,1,19723,3,0,610
1,15,1542,4016,5112,0,10119,3,0,787
1,9,606,3990,16328,1,3768,3,0,552
5,17,3320,1920,10439,1,18729,3,0,1482
2,13,237,3273,11278,1,26546,3,0,847
4,7,2771,4028,11321,1,15946,3,0,566
1,16,770,2865,6374,1,4462,3,0,1415
1,1,1589,2042,20078,1,10493,3,0,577
5,23,3464,1990,4800,0,29613,8,0,589
1,14,1340,3316,5722,1,8209,3,0,850
1,5,855,537,14382,1,5109,3,0,927
1,5,927,2100,17817,1,24927,3,0,1350
5,23,3436,958,23688,1,25488,3,0,799
4,18,2851,3833,4668,1,16723,3,0,1482
0,8,4190,3610,18038,1,21634,3,0,1552
5,22,3713,2440,4052,1,19741,3,0,1552
4,10,2147,337,24188,1,26046,3,0,1059
5,17,3330,2129,22542,1,18806,3,0,1125
5,23,3531,3834,11660,1,19343,3,0,981
1,5,935,2209,10348,1,5953,3,0,1026
1,4,2002,2937,9699,1,12754,3,0,1350
5,23,3438,1203,10540,1,19101,3,0,1286
4,25,2916,669,1566,1,17050,3,0,578
4,10,2297,1131,12322,1,14000,3,0,1092
4,10,2329,1280,13719,1,14106,3,0,616
1,4,2067,3731,17207,1,26587,3,0,1437
4,10,2505,2330,21021,1,14890,3,0,1482
1,14,1180,355,6285,1,7406,3,0,1114
1,16,818,3769,8089,1,4667,3,0,1227
4,10,2753,3931,17254,1,30010,3,0,993
1,9,596,3821,10794,1,3692,3,0,188
2,13,148,347,11161,1,24412,3,0,1562
4,10,2737,3830,17020,1,30576,3,0,915
4,10,2548,2681,2548,0,15098,3,0,965
4,25,3228,3750,1974,1,28204,8,0,943
1,15,1491,2986,170,1,30947,3,0,943
2,13,196,2137,5138,1,32068,3,0,1103
1,4,1806,949,17744,1,11693,3,0,1304
1,5,911,1708,15810,1,5645,3,0,869
4,25,2887,301,21766,1,22187,3,0,1230
1,14,1278,2437,10816,1,7960,3,0,530
1,15,1404,802,20152,1,8646,3,0,727
4,10,2270,1000,2810,0,13934,3,0,1491
2,13,215,2660,11208,1,1638,3,0,1426
1,4,1956,2321,21177,1,12511,3,0,1311
0,11,3838,113,14866,1,20100,3,0,955
1,15,1491,2986,15046,1,30940,3,0,1471
1,5,847,345,10334,1,5024,3,0,1127
1,4,1815,1039,17409,1,31836,3,0,603
4,25,2974,1377,1845,1,25341,3,0,1226
0,6,4217,524,106,1,26619,3,0,545
0,12,3943,1383,7122,1,25964,3,0,1083
1,15,1407,810,22433,1,23422,3,0,797
4,7,2783,2111,14702,1,27290,3,0,1251
4,10,2438,1895,3071,1,14634,3,0,867
1,19,1038,1070,23555,1,6695,3,0,389
1,15,1533,3819,7902,1,10047,3,0,1471
2,2,92,2081,18224,1,28735,3,0,1226
1,9,581,3619,8393,1,3590,3,0,1193
0,12,3954,1974,7123,1,20819,3,0,816
1,24,1645,371,8892,1,10816,3,0,1127
4,10,2543,2655,3487,1,15058,3,0,154
0,12,3967,2476,19845,1,20854,3,0,1059
1,16,610,4023,6451,1,3804,3,0,771
2,13,193,2097,5658,1,1452,3,0,1552
1,15,1513,3604,11551,1,9904,3,0,934
2,2,60,165,19877,1,304,3,0,932
0,12,4001,3426,15415,1,20967,3,0,0
2,26,353,2461,8621,1,2230,3,0,640
0,8,4159,2626,15926,1,21522,3,0,1160
2,13,242,3496,12218,1,1819,3,0,1251
2,2,92,2081,1373,1,25003,3,0,1562
4,7,2791,3357,9636,1,16091,3,0,1064
1,15,1491,2986,14614,1,9662,3,0,1273
1,5,926,2049,8961,1,5823,3,0,1204
0,12,3959,2396,14718,1,20835,3,0,1204
1,4,1926,1997,9109,1,12365,3,0,462
5,17,3349,2733,13028,1,18844,3,0,784
4,25,3228,3750,1886,1,18439,3,0,1439
0,11,3852,520,12459,1,20171,3,0,622
2,2,92,2081,1384,1,582,3,0,1451
1,15,1448,1771,5960,1,9001,3,0,1552
1,15,1540,3961,24336,1,26465,3,0,907
4,7,2791,3357,9417,1,28126,3,0,118
5,22,3794,3353,4263,1,20024,3,0,822
1,15,1498,3155,11341,1,9793,3,0,587
0,8,4095,1398,12234,1,21324,3,0,1122
1,9,501,1952,24678,1,22346,3,0,549
1,15,1376,232,19769,1,8408,3,0,716
1,4,1823,1188,7226,1,11771,3,0,1562
2,13,213,2595,5653,1,1599,3,0,553
1,9,437,480,21150,1,2649,3,0,943
4,25,2867,151,1676,1,16811,3,0,858
4,7,2785,2258,20463,1,16038,3,0,139
1,4,1974,2508,13424,1,12595,3,0,783
1,4,1862,1584,11304,1,11999,3,0,1351
1,4,1777,683,17086,1,30797,3,0,1606
5,22,3657,1424,12292,1,23830,3,0,1412
0,6,4217,524,97,1,24557,3,0,622
4,25,3005,1705,17628,1,17534,3,0,1427
0,8,4026,177,7958,1,21072,3,0,924
1,4,1827,1242,21436,1,11798,3,0,1018
4,25,2940,1047,1596,1,17195,3,0,1339
4,10,2239,879,21311,1,13754,3,0,91
2,13,153,495,13680,1,1191,3,0,900
4,10,2386,1598,3508,1,26137,3,0,554
0,8,4157,2587,19473,1,21515,3,0,112
0,12,4000,3412,7198,1,20945,3,0,585
1,9,466,1220,8320,1,2849,3,0,640
0,8,4136,2303,8041,1,21459,3,0,924
2,2,61,194,15842,1,309,3,0,799
5,22,3763,3170,4173,1,19967,3,0,1114
2,13,198,2247,5536,1,1513,3,0,1482
0,6,4217,524,106,1,21764,3,0,0
4,10,2310,1197,20863,1,14038,3,0,873
0,11,3893,2840,11786,1,29309,3,0,1471
2,13,227,3103,21094,1,1700,3,0,1204
1,9,608,4020,19387,1,3794,3,0,921
4,10,2260,971,19019,1,13842,3,0,547
2,26,402,3797,21007,0,24117,3,0,1237
2,13,226,3070,11175,1,1687,3,0,1521
0,12,3975,2849,14681,1,20881,3,0,860
1,5,927,2100,6601,1,5853,3,0,541
1,5,922,1889,7758,1,5737,3,0,1027
4,25,2916,669,19259,1,17111,3,0,1137
4,10,2274,1092,2912,1,13940,3,0,1127
4,10,2770,4009,3774,1,15945,3,0,1394
4,7,2776,922,8126,1,15984,3,0,552
0,12,3943,1383,7121,1,20795,3,0,633
0,8,4026,177,554,1,28897,3,0,1138
4,25,2974,1377,23649,1,23385,3,0,1510
1,24,1678,2380,7612,1,10986,3,0,607
4,10,2373,1527,23039,1,24867,3,0,561
4,25,2914,632,20075,1,16986,3,0,776
1,14,1197,582,5654,1,7485,3,0,610
1,1,1581,1807,24093,1,25889,3,0,1028
4,10,2577,2819,13481,1,15196,3,0,600
1,15,1477,2609,11386,1,9314,3,0,1171
2,20,35,3779,21255,1,215,3,0,1634
0,11,3855,684,225,1,22358,3,0,535
2,13,163,708,15950,1,1256,3,0,550
2,20,26,711,21979,0,22801,3,0,596
1,16,818,3769,15548,1,4744,3,0,1514
4,25,3120,2790,17074,1,30687,3,0,1103
1,15,1376,232,11516,1,8405,3,0,1081
1,4,1828,1246,23771,1,24863,3,0,807
2,2,80,1487,21452,1,408,3,0,646
2,26,324,1315,9987,1,2144,3,0,573
2,21,127,2543,675,1,32045,3,0,1017
1,4,1872,1648,8707,1,12076,3,0,1114
1,16,818,3769,8104,1,4706,3,0,1093
4,18,2830,2741,4463,1,27300,8,0,824
1,24,1663,1639,8897,1,10909,3,0,846
1,15,1530,3805,21191,1,10037,3,0,1437
1,4,1912,1893,9870,1,12324,3,0,1251
0,11,3885,2356,21194,1,20487,3,0,951
1,4,1712,4046,16559,1,11183,3,0,792
2,13,141,140,12019,1,23129,3,0,541
5,17,3393,3413,21357,1,29631,4,0,1415
1,1,1591,2104,12835,1,10508,3,0,1009
4,10,2605,3062,2681,1,15349,3,0,551
2,13,149,422,14202,1,30757,3,0,858
2,2,92,2081,22744,1,24849,3,0,1020
1,4,1923,1977,9122,1,12354,3,0,607
1,4,1999,2915,14482,1,12738,3,0,1125
1,5,922,1889,15291,1,5782,3,0,615
4,10,2465,2113,23229,0,14743,3,0,632
0,12,3953,1911,7165,1,20817,3,0,572
1,9,452,848,18196,1,2749,3,0,573
2,20,23,2470,17870,1,23047,3,0,1552
4,10,2297,1131,3120,1,13995,3,0,770
1,19,1087,2313,9470,1,6952,3,0,602
5,17,3309,1680,24338,1,18700,3,0,878
1,4,1849,1511,14687,1,11927,3,0,818
1,15,1394,585,17700,1,8555,3,0,833
1,1,1619,2796,12388,1,10659,3,0,781
2,13,166,823,43,1,1303,3,0,908
5,23,3519,3543,4795,1,31843,3,0,549
1,16,614,103,6394,0,24813,3,0,836
1,9,427,395,20633,1,2576,3,0,880
4,18,2822,2369,4646,1,16423,3,0,1491
5,23,3531,3834,24631,1,26983,3,0,814
5,23,3457,1700,587,1,19154,3,0,613
4,18,2798,366,4597,1,16139,3,0,294
1,5,952,2545,5640,1,6077,3,0,1127
4,10,2471,2144,20676,1,14762,3,0,543
4,10,2144,329,2770,1,13402,3,0,1404
4,10,2341,1345,3578,1,14140,3,0,1530
2,2,102,2926,1315,1,23507,3,0,812
2,2,92,2081,18660,1,659,3,0,1562
4,25,2952,1183,892,1,29439,3,0,607
4,25,3099,2634,20105,1,17795,3,0,1240
1,1,1589,2042,24833,1,32181,3,0,1625
1,1,1589,2042,21210,1,32175,3,0,560
1,15,1386,465,18975,1,8498,3,0,976
4,25,2947,1136,17541,1,23513,3,0,1626
5,22,3820,3890,4045,1,20066,3,0,847
0,6,4217,524,19479,1,21865,3,0,1634
1,15,1500,3177,20739,1,9815,3,0,976
0,8,4071,1028,22032,1,22580,3,0,520
0,8,4103,1490,8001,1,21349,3,0,1432
5,22,3822,3918,14695,1,20070,3,0,1223
5,17,3326,2021,12977,1,18797,3,0,1052
0,8,4026,177,19311,1,21093,3,0,940
1,14,1160,42,10955,1,7321,3,0,516
0,12,3940,1284,7111,1,20790,3,0,93
4,10,2537,2640,23571,1,26157,3,0,575
5,22,3699,2310,13889,1,19717,3,0,537
0,8,4192,3628,15424,1,21641,3,0,621
4,25,3205,3660,24840,1,27370,3,0,836
2,13,237,3273,22834,1,26226,3,0,1127
1,9,595,3790,16179,1,3683,3,0,1448
0,8,4210,3901,6151,1,21704,3,0,1008
1,5,833,81,20015,1,4921,3,0,1327
4,25,3199,3556,2377,1,30918,3,0,1246
4,10,2169,525,19987,1,13519,3,0,1335
1,5,884,1336,8998,1,5418,3,0,1157
1,4,1902,1789,16649,1,12241,3,0,1202
1,15,1479,2649,13938,1,9328,3,0,1337
1,1,1598,2199,23566,1,10553,3,0,1540
2,13,182,1545,5168,1,1391,3,0,814
1,15,1481,2668,18403,1,9397,3,0,811
1,15,1491,2986,171,1,9553,3,0,595
2,26,324,1315,8619,1,31277,3,0,770
2,13,218,2821,21060,0,1650,8,0,858
4,25,2916,669,1567,1,23827,3,0,1069
1,9,487,1570,8329,1,2945,3,0,980
0,6,4217,524,77,1,26102,3,0,601
1,9,508,2107,8492,1,29025,3,0,1054
4,25,2944,1114,20369,1,17302,3,0,27
4,10,2260,971,2843,1,13821,3,0,848
5,22,3657,1424,352,1,28054,3,0,824
4,25,3119,2788,2170,1,17852,3,0,555
0,8,4170,2892,24735,1,28225,3,0,789
2,13,149,422,5623,1,31151,3,0,899
1,4,1736,324,22902,1,24500,3,0,869
1,14,1253,1936,24835,1,27335,3,0,52
1,15,1467,2226,12356,1,9192,3,0,1339
1,4,1744,378,20609,1,11360,3,0,390
1,1,1589,2042,23636,1,10466,3,0,1350
2,2,92,2081,17477,1,505,3,0,1366
4,25,2954,1191,13672,1,24858,3,0,980
1,9,495,1896,11147,1,3025,3,0,574
1,16,742,2362,21609,1,4286,3,0,928
4,18,2823,2375,149,1,16451,3,0,952
0,8,4028,181,6149,1,21105,3,0,640
1,16,818,3769,8096,1,22129,3,0,380
5,17,3275,714,13052,1,18590,3,0,943
2,13,172,1068,19838,1,1349,3,0,802
1,16,676,1072,10024,1,4040,3,0,793
1,1,1596,2157,24525,1,26818,3,0,1218
1,15,1385,461,5873,0,8486,3,0,530
1,15,1382,416,16534,1,8456,3,0,1313
1,4,2093,3986,9176,1,13180,3,0,1009
1,4,1739,350,4838,0,23163,3,0,615
4,25,2873,243,2091,1,16838,3,0,951
4,25,3228,3750,1772,1,18435,3,0,552
1,1,1597,2177,12805,1,10550,3,0,1480
1,16,762,2708,7270,1,4376,3,0,976
2,2,92,2081,1426,1,630,3,0,1009
1,4,1841,1439,24512,1,27660,3,0,1226
1,16,756,2639,15770,1,4358,3,0,541
1,16,713,1872,14266,1,4187,3,0,616
4,10,2439,1908,24272,1,26293,3,0,1273
4,25,2944,1114,1706,1,17210,3,0,842
1,4,1727,173,23147,1,24838,3,0,1138
1,15,1491,2986,215,1,9611,3,0,859
1,19,1034,853,13763,1,6676,3,0,1138
1,19,1124,3505,6734,1,7178,3,0,149
2,2,94,2114,22841,1,693,3,0,825
5,22,3546,107,3921,1,19409,3,0,1094
4,10,2249,942,21629,1,22870,3,0,1100
4,10,2676,3591,2764,1,15584,3,0,600
1,4,1765,587,13748,1,11449,3,0,781
1,9,423,317,21920,1,30465,3,0,1295
1,4,1853,1520,20804,1,11949,3,0,1435
